priority,classification,file_path,slug,category,publication_date,body_word_count,title,reason,source_status,cannibalization_status,recommended_action
"","B","src/articles/sports/harbaughs-grueling-camp-readies-giants-for-rams-showdown-after-dallas-win.md","harbaughs-grueling-camp-readies-giants-for-rams-showdown-after-dallas-win","Sports","2026-09-17T11:17:19.000Z",87,"Harbaugh’s grueling camp readies Giants for Rams showdown after Dallas win","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","B","src/articles/sports/hibernian-aberdeen-under-fire-as-fans-demand-answers-ahead-of-cup-quarter-finals.md","hibernian-aberdeen-under-fire-as-fans-demand-answers-ahead-of-cup-quarter-finals","Sports","2026-09-12T07:05:02.000Z",89,"Hibernian, Aberdeen under fire as fans demand answers ahead of cup quarter-finals","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","B","src/articles/sports/hornets-split-pool-play-at-greater-kansas-city-softball-invitational-with-one-whammy.md","hornets-split-pool-play-at-greater-kansas-city-softball-invitational-with-one-whammy","Sports","2026-08-29T11:22:54.000Z",135,"Hornets Split Pool Play at Greater Kansas City Softball Invitational, 4-2 Loss, 17-0 Win","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","B","src/articles/sports/i-am-the-king-deep-dasgupta-reveals-how-sourav-ganguly-transformed-team-indias-mindse.md","i-am-the-king-deep-dasgupta-reveals-how-sourav-ganguly-transformed-team-indias-mindse","Sports","2026-08-30T03:06:19.000Z",142,"Deep Dasgupta says Sourav Ganguly reshaped India's cricket mindset on sledging","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","B","src/articles/sports/india-announces-30shooter-squad-for-2026-asian-games-in-nagoya.md","india-announces-30shooter-squad-for-2026-asian-games-in-nagoya","Sports","2026-09-19T21:17:26.000Z",49,"India Announces 30‑Shooter Squad for 2026 Asian Games in Nagoya","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","B","src/articles/sports/india-clinches-asia-cup-as-pcb-chief-skips-trophy-handover.md","india-clinches-asia-cup-as-pcb-chief-skips-trophy-handover","Sports","2026-09-15T05:17:18.000Z",80,"India Clinches Asia Cup as PCB Chief Skips Trophy Hand‑over","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","B","src/articles/sports/india-to-host-west-indies-for-5th-t20i-at-bengaluru-on-oct-17-2026.md","india-to-host-west-indies-for-5th-t20i-at-bengaluru-on-oct-17-2026","Sports","2026-09-18T19:17:55.000Z",143,"India to host West Indies for 5th T20I at Bengaluru on Oct 17, 2026","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","B","src/articles/sports/india-women-choose-to-bat-first-in-asian-games-semifinal-vs-bangladesh.md","india-women-choose-to-bat-first-in-asian-games-semifinal-vs-bangladesh","Sports","2026-09-20T17:17:18.000Z",94,"India Women Choose to Bat First in Asian Games Semifinal vs Bangladesh","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","B","src/articles/sports/indiana-state-aims-for-second-straight-win-against-valparaiso-at-memorial-stadium.md","indiana-state-aims-for-second-straight-win-against-valparaiso-at-memorial-stadium","Sports","2026-09-18T11:17:19.000Z",75,"Indiana State aims for second straight win against Valparaiso at Memorial Stadium","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","B","src/articles/sports/inter-miamis-nu-stadium-to-host-2027-womens-champions-cup-semi-finals-and-final.md","inter-miamis-nu-stadium-to-host-2027-womens-champions-cup-semi-finals-and-final","Sports","2026-09-21T05:17:21.000Z",109,"Inter Miami’s Nu Stadium to Host 2027 Women’s Champions Cup Semi-Finals and Final","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","C","src/articles/sports/iowa-meets-michigan-in-football-showdown-on-sept-26-2026.md","iowa-meets-michigan-in-football-showdown-on-sept-26-2026","Sports","2026-09-22T07:17:41.000Z",44,"Iowa Meets Michigan in Football Showdown on Sept. 26, 2026","Single commercial product listing, fleeting social item, or ultra-niche micro-notice with minimal search shelf-life.","N/A","NONE","LOW_PRIORITY_MAINTAIN"
"","B","src/articles/sports/jamie-carragher-likens-arsenals-mikel-arteta-to-sir-alex-ferguson-after-referee-rant.md","jamie-carragher-likens-arsenals-mikel-arteta-to-sir-alex-ferguson-after-referee-rant","Sports","2026-09-15T19:17:22.000Z",77,"Jamie Carragher likens Arsenal's Mikel Arteta to Sir Alex Ferguson after referee rant","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","B","src/articles/sports/jayden-danns-out-for-liverpooltottenham-carabao-cup-three-others-in-contention.md","jayden-danns-out-for-liverpooltottenham-carabao-cup-three-others-in-contention","Sports","2026-09-15T21:17:19.000Z",102,"Jayden Danns out for Liverpool‑Tottenham Carabao Cup; three others in contention","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","B","src/articles/sports/joe-root-eclipses-tendulkars-test-fifty-record-in-englands-win-over-pakistan.md","joe-root-eclipses-tendulkars-test-fifty-record-in-englands-win-over-pakistan","Sports","2026-09-13T01:05:04.000Z",62,"Joe Root eclipses Tendulkar’s Test fifty record in England’s win over Pakistan","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","C","src/articles/sports/lightning-halts-clemson-unc-football-clash-at-home-stadium-due-to-lightning.md","lightning-halts-clemson-unc-football-clash-at-home-stadium-due-to-lightning","Sports","2026-09-20T07:17:40.000Z",44,"Lightning Halts Clemson-UNC Football Clash at Home Stadium Due to Lightning","Single commercial product listing, fleeting social item, or ultra-niche micro-notice with minimal search shelf-life.","N/A","NONE","LOW_PRIORITY_MAINTAIN"
"","B","src/articles/sports/logano-clinches-bristol-win-as-hocevars-third-place-sparks-pit-fight-with-blaney.md","logano-clinches-bristol-win-as-hocevars-third-place-sparks-pit-fight-with-blaney","Sports","2026-09-20T15:17:19.000Z",76,"Logano clinches Bristol win as Hocevar’s third place sparks pit fight with Blaney","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","B","src/articles/sports/man-united-cite-dowman-rooney-claims-in-jj-gabriels-transfer-request.md","man-united-cite-dowman-rooney-claims-in-jj-gabriels-transfer-request","Sports","2026-09-22T09:17:20.000Z",119,"Man United cite Dowman, Rooney claims in JJ Gabriel’s transfer request","Concise breaking news alert or transactional notice; provides complete immediate facts.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","B","src/articles/sports/mayo-tops-se-minnesota-soccer-rankings-after-late-win-over-john-marshall.md","mayo-tops-se-minnesota-soccer-rankings-after-late-win-over-john-marshall","Sports","2026-09-20T05:17:19.000Z",101,"Mayo Tops SE Minnesota Soccer Rankings After Late Win Over John Marshall","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","B","src/articles/sports/mizutani-why-is-vikings-quarterback-jj-mccarthy-so-polarizing.md","mizutani-why-is-vikings-quarterback-jj-mccarthy-so-polarizing","Sports","2026-08-29T13:00:17.000Z",147,"Vikings quarterback J.J. McCarthy’s polarizing rise sparks fan and media debate","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","B","src/articles/sports/norris-on-pole-as-hamiltons-brake-failure-ends-his-spanish-gp-run.md","norris-on-pole-as-hamiltons-brake-failure-ends-his-spanish-gp-run","Sports","2026-09-14T01:17:18.000Z",53,"Norris on pole as Hamilton's brake failure ends his Spanish GP run","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","B","src/articles/sports/ole-miss-rolls-past-charlotte-41-9-in-a-comfortable-dominant-win.md","ole-miss-rolls-past-charlotte-41-9-in-a-comfortable-dominant-win","Sports","2026-09-13T15:05:05.000Z",63,"Ole Miss rolls past Charlotte 41-9 in a comfortable, dominant win","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","C","src/articles/sports/pelicans-sign-guard-markquis-nowell-to-exhibit10-deal-set-for-gleague-squad.md","pelicans-sign-guard-markquis-nowell-to-exhibit10-deal-set-for-gleague-squad","Sports","2026-09-20T01:17:34.000Z",93,"Pelicans sign guard Markquis Nowell to Exhibit‑10 deal, set for G‑League squad","Single commercial product listing, fleeting social item, or ultra-niche micro-notice with minimal search shelf-life.","N/A","NONE","LOW_PRIORITY_MAINTAIN"
"","C","src/articles/sports/protesters-ejected-from-irish-open-seventh-green-as-trump-arrives.md","protesters-ejected-from-irish-open-seventh-green-as-trump-arrives","Sports","2026-09-13T19:17:20.000Z",38,"Protesters Ejected from Irish Open Seventh Green as Trump Arrives","Single commercial product listing, fleeting social item, or ultra-niche micro-notice with minimal search shelf-life.","N/A","NONE","LOW_PRIORITY_MAINTAIN"
"","B","src/articles/sports/rangers-near-return-of-key-bullpen-arm-as-peyton-gray-shows-full-velocity.md","rangers-near-return-of-key-bullpen-arm-as-peyton-gray-shows-full-velocity","Sports","2026-09-20T11:17:18.000Z",56,"Rangers Near Return of Key Bullpen Arm as Peyton Gray Shows Full Velocity","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","B","src/articles/sports/riq-woolen-blanks-four-targets-in-dominant-eagles-debut-performance.md","riq-woolen-blanks-four-targets-in-dominant-eagles-debut-performance","Sports","2026-09-16T11:17:18.000Z",67,"Riq Woolen blanks four targets in dominant Eagles debut performance","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","B","src/articles/sports/roadsters-pitching-stifles-coast-series-tied-in-playoff-showdown.md","roadsters-pitching-stifles-coast-series-tied-in-playoff-showdown","Sports","2026-09-13T07:05:05.000Z",46,"Roadsters' Pitching Stifles Coast, Series Tied in Playoff Showdown","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","B","src/articles/sports/rohit-sharmas-world-cup-prospects-in-focus-as-selectors-convene-for-west-indies-odis.md","rohit-sharmas-world-cup-prospects-in-focus-as-selectors-convene-for-west-indies-odis","Sports","2026-09-16T17:17:19.000Z",99,"Rohit Sharma’s World Cup Prospects in Focus as Selectors Convene for West Indies ODIs","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","B","src/articles/sports/sandeep-patil-says-rohit-sharma-virat-kohlis-inclusion-poses-no-issue-for-2027-world.md","sandeep-patil-says-rohit-sharma-virat-kohlis-inclusion-poses-no-issue-for-2027-world","Sports","2026-09-21T17:17:22.000Z",48,"Sandeep Patil says Rohit Sharma, Virat Kohli’s inclusion poses no issue for 2027 World Cup","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","B","src/articles/sports/skyland-conference-names-boys-soccer-players-of-the-week-for-sept-15.md","skyland-conference-names-boys-soccer-players-of-the-week-for-sept-15","Sports","2026-09-15T23:17:40.000Z",45,"Skyland Conference Names Boys Soccer Players of the Week for Sept. 15","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","B","src/articles/sports/south-webster-jeeps-hold-minford-falcons-to-0-0-draw-in-soc-iii-showdown.md","south-webster-jeeps-hold-minford-falcons-to-0-0-draw-in-soc-iii-showdown","Sports","2026-09-19T13:17:21.000Z",50,"South Webster Jeeps Hold Minford Falcons to 0-0 Draw in SOC III Showdown","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","B","src/articles/sports/state-college-football-secures-crucial-road-win-over-commonwealth-rival-bishop-mcdevi.md","state-college-football-secures-crucial-road-win-over-commonwealth-rival-bishop-mcdevi","Sports","2026-09-12T15:05:20.000Z",81,"State College Football Secures Crucial Road Win Over Commonwealth Rival Bishop McDevitt","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","B","src/articles/sports/thompson-twins-become-nbas-highestpaid-brothers-with-363-million-extensions.md","thompson-twins-become-nbas-highestpaid-brothers-with-363-million-extensions","Sports","2026-09-19T19:17:16.000Z",88,"Thompson twins become NBA’s highest‑paid brothers with $363 million extensions","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","C","src/articles/sports/tottenham-hotspur-set-to-face-aston-villa-in-saturday-premier-league-clash-preview.md","tottenham-hotspur-set-to-face-aston-villa-in-saturday-premier-league-clash-preview","Sports","2026-09-17T21:17:21.000Z",34,"Tottenham Hotspur set to face Aston Villa in Saturday Premier League clash – preview","Single commercial product listing, fleeting social item, or ultra-niche micro-notice with minimal search shelf-life.","N/A","NONE","LOW_PRIORITY_MAINTAIN"
"","B","src/articles/sports/turnovers-seal-34-7-owatonna-victory-over-century.md","turnovers-seal-34-7-owatonna-victory-over-century","Sports","2026-09-19T05:17:18.000Z",74,"Turnovers Seal 34-7 Owatonna Victory Over Century","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","B","src/articles/sports/und-rallies-late-scores-three-q4-tds-to-beat-portland-state-47-23.md","und-rallies-late-scores-three-q4-tds-to-beat-portland-state-47-23","Sports","2026-09-13T21:17:19.000Z",71,"UND rallies late, scores three Q4 TDs to beat Portland State 47-23","Concise breaking news alert or transactional notice; provides complete immediate facts.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","B","src/articles/sports/us-open-champion-urges-alcaraz-sinner-to-sustain-dominance-as-grand-slam-reign-falter.md","us-open-champion-urges-alcaraz-sinner-to-sustain-dominance-as-grand-slam-reign-falter","Sports","2026-09-13T05:05:45.000Z",74,"US Open champion urges Alcaraz, Sinner to sustain dominance as Grand Slam reign falters","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"P1","A","src/articles/sports/vanderbilt-snatches-win-with-lastsecond-td-after-nc-state-fumble-on-intentional-safet.md","vanderbilt-snatches-win-with-lastsecond-td-after-nc-state-fumble-on-intentional-safet","Sports","2026-09-20T09:17:17.000Z",76,"Vanderbilt snatches win with last‑second TD after NC State fumble on intentional safety","High-value search query / commercial topic with severely compressed (<140 words) body text.","SOURCE VERIFICATION REQUIRED","NONE","ENRICH_P1"
"","B","src/articles/sports/vikings-weigh-jj-mccarthys-future-after-naming-kyler-murray-starter.md","vikings-weigh-jj-mccarthys-future-after-naming-kyler-murray-starter","Sports","2026-09-18T03:17:17.000Z",62,"Vikings Weigh J.J. McCarthy’s Future After Naming Kyler Murray Starter","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","B","src/articles/sports/westchester-country-day-rallies-past-caldwell-2-1-claims-top-ncisaa-2a-spot.md","westchester-country-day-rallies-past-caldwell-2-1-claims-top-ncisaa-2a-spot","Sports","2026-09-22T11:17:58.000Z",86,"Westchester Country Day rallies past Caldwell 2-1, claims top NCISAA 2A spot","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","B","src/articles/sports/yannick-cahuzac-steps-in-as-interim-lens-manager-amid-postsage-transition.md","yannick-cahuzac-steps-in-as-interim-lens-manager-amid-postsage-transition","Sports","2026-09-22T03:17:20.000Z",125,"Yannick Cahuzac Steps In as Interim Lens Manager Amid Post‑Sage Transition","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"P2","A","src/articles/sports/zverev-advances-to-us-open-final-eyes-sheltontiafoe-winner.md","zverev-advances-to-us-open-final-eyes-sheltontiafoe-winner","Sports","2026-09-12T11:05:05.000Z",81,"Zverev advances to US Open final, eyes Shelton‑Tiafoe winner","High-value search query / commercial topic with severely compressed (<140 words) body text.","SOURCE VERIFICATION REQUIRED","NONE","ENRICH_P2"
"","C","src/articles/sports/zverevs-alcaraz-comment-sparks-buzz-ahead-of-us-open-final.md","zverevs-alcaraz-comment-sparks-buzz-ahead-of-us-open-final","Sports","2026-09-13T03:05:04.000Z",41,"Zverev's Alcaraz comment sparks buzz ahead of US Open final","Single commercial product listing, fleeting social item, or ultra-niche micro-notice with minimal search shelf-life.","N/A","NONE","LOW_PRIORITY_MAINTAIN"
"P1","A","src/articles/tech/700-delegates-convene-at-fourth-chinaasean-ai-forum-in-nanning.md","700-delegates-convene-at-fourth-chinaasean-ai-forum-in-nanning","Tech","2026-09-20T17:24:03.000Z",78,"700+ Delegates Convene at Fourth China‑ASEAN AI Forum in Nanning","High-value search query / commercial topic with severely compressed (<140 words) body text.","SOURCE VERIFICATION REQUIRED","NONE","ENRICH_P1"
"P0","A","src/articles/tech/ai-nova-tab-set-for-india-launch-via-flipkart-reveals-orange-option-and-flat-rear-des.md","ai-nova-tab-set-for-india-launch-via-flipkart-reveals-orange-option-and-flat-rear-des","Tech","2026-09-21T21:24:05.000Z",73,"Ai+ Nova Tab Set for India Launch via Flipkart, Reveals Orange Option and Flat Rear Design","High-value search query / commercial topic with severely compressed (<140 words) body text.","SOURCE EVIDENCE ALREADY PRESENT","NONE","ENRICH_P0"
"P1","A","src/articles/tech/ai-photo-prompts-empower-personalized-ganesh-chaturthi-images-and-invitations.md","ai-photo-prompts-empower-personalized-ganesh-chaturthi-images-and-invitations","Tech","2026-09-13T19:24:11.000Z",89,"AI Photo Prompts Empower Personalized Ganesh Chaturthi Images and Invitations","High-value search query / commercial topic with severely compressed (<140 words) body text.","SOURCE VERIFICATION REQUIRED","NONE","ENRICH_P1"
"","C","src/articles/tech/ai-titans-anthropic-openai-spacexai-google-accused-of-antitrust-slowdown-deal.md","ai-titans-anthropic-openai-spacexai-google-accused-of-antitrust-slowdown-deal","Tech","2026-09-20T13:24:23.000Z",55,"AI Titans Anthropic, OpenAI, SpaceXAI, Google Accused of Antitrust Slowdown Deal","Single commercial product listing, fleeting social item, or ultra-niche micro-notice with minimal search shelf-life.","N/A","NONE","LOW_PRIORITY_MAINTAIN"
"P1","A","src/articles/tech/ai-visibility-tools-clash-41-vs-23-on-key-prompts-precision-over-accuracy.md","ai-visibility-tools-clash-41-vs-23-on-key-prompts-precision-over-accuracy","Tech","2026-09-18T07:24:07.000Z",86,"AI Visibility Tools Clash: 41% vs 23% on Key Prompts, Precision Over Accuracy","High-value search query / commercial topic with severely compressed (<140 words) body text.","SOURCE VERIFICATION REQUIRED","NONE","ENRICH_P1"
"P1","A","src/articles/tech/air-india-expands-ai-partnership-with-salesforce-to-automate-passenger-services.md","air-india-expands-ai-partnership-with-salesforce-to-automate-passenger-services","Tech","2026-09-16T15:24:00.000Z",94,"Air India expands AI partnership with Salesforce to automate passenger services","High-value search query / commercial topic with severely compressed (<140 words) body text.","SOURCE VERIFICATION REQUIRED","NONE","ENRICH_P1"
"P1","A","src/articles/tech/albanese-seeks-bigtech-backing-for-childonline-safety-laws-and-ai-rules-after-tim-coo.md","albanese-seeks-bigtech-backing-for-childonline-safety-laws-and-ai-rules-after-tim-coo","Tech","2026-09-21T15:24:18.000Z",91,"Albanese seeks big‑tech backing for child‑online safety laws and AI rules after Tim Cook meeting","High-value search query / commercial topic with severely compressed (<140 words) body text.","SOURCE VERIFICATION REQUIRED","NONE","ENRICH_P1"
"","B","src/articles/tech/amazon-to-close-mechanical-turk-amid-rise-of-ai.md","amazon-to-close-mechanical-turk-amid-rise-of-ai","Tech","2026-08-29T10:19:24.000Z",145,"Amazon Announces Shutdown of Mechanical Turk Platform as AI Alternatives Expand","Concise breaking news alert or transactional notice; provides complete immediate facts.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"P1","A","src/articles/tech/anthropic-adds-coordinator-to-claude-projects-boosting-parallel-ai-work.md","anthropic-adds-coordinator-to-claude-projects-boosting-parallel-ai-work","Tech","2026-09-18T19:24:16.000Z",67,"Anthropic Adds Coordinator to Claude Projects, Boosting Parallel AI Work","High-value search query / commercial topic with severely compressed (<140 words) body text.","SOURCE VERIFICATION REQUIRED","NONE","ENRICH_P1"
"P1","A","src/articles/tech/anthropic-ceo-dario-amodei-urges-ai-industry-to-slow-development-cites-bot-swarm-thre.md","anthropic-ceo-dario-amodei-urges-ai-industry-to-slow-development-cites-bot-swarm-thre","Tech","2026-09-13T04:45:13.000Z",63,"Anthropic CEO Dario Amodei Urges AI Industry to Slow Development, Cites Bot Swarm Threats","High-value search query / commercial topic with severely compressed (<140 words) body text.","SOURCE VERIFICATION REQUIRED","NONE","ENRICH_P1"
"","D","src/articles/tech/anthropic-ceo-urges-slowdown-of-ai-development-amid-rising-safety-concerns.md","anthropic-ceo-urges-slowdown-of-ai-development-amid-rising-safety-concerns","Tech","2026-09-13T00:45:12.000Z",51,"Anthropic CEO Dario Amodei Warns of AI Safety Risks and Urges Slower Industry Pace","Tracked in established cannibalization cluster (already addressed in Phase 2B-2A/2B-2H).","N/A","CANNIBALIZATION RISK","CANNIBALIZATION_MANAGEMENT"
"","D","src/articles/tech/anthropic-ceo-urges-slower-ai-development-openai-and-musk-echo-concerns.md","anthropic-ceo-urges-slower-ai-development-openai-and-musk-echo-concerns","Tech","2026-09-13T23:24:00.000Z",74,"Sam Altman and Elon Musk Back Anthropic CEO's Call for AI Governance and Safeguards","Tracked in established cannibalization cluster (already addressed in Phase 2B-2A/2B-2H).","N/A","CANNIBALIZATION RISK","CANNIBALIZATION_MANAGEMENT"
"P1","A","src/articles/tech/anthropic-ceo-warns-ai-danger-if-placed-in-wrong-hands-cites-researchers-lethal-risk.md","anthropic-ceo-warns-ai-danger-if-placed-in-wrong-hands-cites-researchers-lethal-risk","Tech","2026-09-14T15:24:13.000Z",79,"Anthropic CEO warns AI danger if placed in wrong hands, cites researcher’s lethal risk claim","High-value search query / commercial topic with severely compressed (<140 words) body text.","SOURCE VERIFICATION REQUIRED","NONE","ENRICH_P1"
"P1","A","src/articles/tech/aoc-intros-new-5k-gaming-monitor-with-excellent-color-coverage-and-2000-dimming-zones.md","aoc-intros-new-5k-gaming-monitor-with-excellent-color-coverage-and-2000-dimming-zones","Tech","2026-08-30T07:22:30.000Z",145,"AOC launches Optimus Ultra 5K gaming monitor with 180 Hz refresh, 98% DCI‑P3 coverage","Valuable technical or business topic that would benefit from structured background and context.","SOURCE VERIFICATION REQUIRED","NONE","ENRICH_P1"
"P1","A","src/articles/tech/apple-slips-nostalgic-dogcow-easter-egg-into-ios-27-steps-to-uncover-it.md","apple-slips-nostalgic-dogcow-easter-egg-into-ios-27-steps-to-uncover-it","Tech","2026-09-16T03:24:04.000Z",134,"Apple slips nostalgic dogcow easter egg into iOS 27 – steps to uncover it","High-value search query / commercial topic with severely compressed (<140 words) body text.","SOURCE VERIFICATION REQUIRED","NONE","ENRICH_P1"
"P0","A","src/articles/tech/apples-ios-27-embeds-private-frameworks-enabling-thirdparty-ai-to-replace-siri.md","apples-ios-27-embeds-private-frameworks-enabling-thirdparty-ai-to-replace-siri","Tech","2026-09-15T03:24:02.000Z",88,"Apple's iOS 27 Embeds Private Frameworks Enabling Third‑Party AI to Replace Siri","High-value search query / commercial topic with severely compressed (<140 words) body text.","SOURCE EVIDENCE ALREADY PRESENT","NONE","ENRICH_P0"
"P1","A","src/articles/tech/beyond-data-scientists-indias-overlooked-ai-engineering-shortfall.md","beyond-data-scientists-indias-overlooked-ai-engineering-shortfall","Tech","2026-09-15T19:24:05.000Z",73,"Beyond Data Scientists: India’s Overlooked AI Engineering Shortfall","High-value search query / commercial topic with severely compressed (<140 words) body text.","SOURCE VERIFICATION REQUIRED","NONE","ENRICH_P1"
"P1","A","src/articles/tech/billionaire-ai-makers-urge-us-to-provide-real-leadership-as-technology-threatens-worl.md","billionaire-ai-makers-urge-us-to-provide-real-leadership-as-technology-threatens-worl","Tech","2026-09-20T19:24:18.000Z",82,"Billionaire AI Makers Urge US to Provide Real Leadership as Technology Threatens World","High-value search query / commercial topic with severely compressed (<140 words) body text.","SOURCE VERIFICATION REQUIRED","NONE","ENRICH_P1"
"P1","A","src/articles/tech/bloombergs-gurman-says-iphone-duo-is-just-the-start-most-iphones-could-fold-in-a-deca.md","bloombergs-gurman-says-iphone-duo-is-just-the-start-most-iphones-could-fold-in-a-deca","Tech","2026-09-14T23:24:07.000Z",87,"Bloomberg's Gurman says iPhone Duo is just the start; most iPhones could fold in a decade","High-value search query / commercial topic with severely compressed (<140 words) body text.","SOURCE VERIFICATION REQUIRED","NONE","ENRICH_P1"
"P1","A","src/articles/tech/comprint-founder-pankaj-sancheti-sets-fourstep-blueprint-for-ai-investment-evaluation.md","comprint-founder-pankaj-sancheti-sets-fourstep-blueprint-for-ai-investment-evaluation","Tech","2026-09-15T23:23:59.000Z",69,"Comprint Founder Pankaj Sancheti Sets Four‑Step Blueprint for AI Investment Evaluation","High-value search query / commercial topic with severely compressed (<140 words) body text.","SOURCE VERIFICATION REQUIRED","NONE","ENRICH_P1"
"P1","A","src/articles/tech/cxmt-to-launch-the-first-lpddr6-memory.md","cxmt-to-launch-the-first-lpddr6-memory","Tech","2026-08-29T19:22:30.000Z",103,"CXMT to Debut World’s First LPDDR6 Memory in Xiaomi 18 Fold","High-value search query / commercial topic with severely compressed (<140 words) body text.","SOURCE VERIFICATION REQUIRED","NONE","ENRICH_P1"
"P0","A","src/articles/tech/cybersecurity-stocks-rally-as-threats-mount-crowdstrike-palo-alto-sentinelone-surge.md","cybersecurity-stocks-rally-as-threats-mount-crowdstrike-palo-alto-sentinelone-surge","Tech","2026-09-21T09:24:01.000Z",54,"Cybersecurity Stocks Rally as Threats Mount, CrowdStrike, Palo Alto, SentinelOne Surge","High-value search query / commercial topic with severely compressed (<140 words) body text.","SOURCE EVIDENCE ALREADY PRESENT","NONE","ENRICH_P0"
"P1","A","src/articles/tech/cyble-and-uae-cyber-security-council-ink-mou-to-boost-national-threat-intelligence.md","cyble-and-uae-cyber-security-council-ink-mou-to-boost-national-threat-intelligence","Tech","2026-09-18T01:24:04.000Z",115,"Cyble and UAE Cyber Security Council Ink MOU to Boost National Threat Intelligence","High-value search query / commercial topic with severely compressed (<140 words) body text.","SOURCE VERIFICATION REQUIRED","NONE","ENRICH_P1"
"P1","A","src/articles/tech/esda-to-host-day-long-ai-design-session-at-semicon-west.md","esda-to-host-day-long-ai-design-session-at-semicon-west","Tech","2026-09-19T01:24:01.000Z",116,"ESDA to Host Day-Long AI Design Session at SEMICON West","High-value search query / commercial topic with severely compressed (<140 words) body text.","SOURCE VERIFICATION REQUIRED","NONE","ENRICH_P1"
"P1","A","src/articles/tech/fall-smash-hits-or-hitting-stop-button.md","fall-smash-hits-or-hitting-stop-button","Tech","2026-08-30T01:22:33.000Z",100,"Tech firms weigh fall product launches against canceling projects","High-value search query / commercial topic with severely compressed (<140 words) body text.","SOURCE VERIFICATION REQUIRED","NONE","ENRICH_P1"
"P0","A","src/articles/tech/google-says-android-auto-speedometer-vanishes-because-its-a-paidplan-feature.md","google-says-android-auto-speedometer-vanishes-because-its-a-paidplan-feature","Tech","2026-09-12T08:45:22.000Z",88,"Google says Android Auto speedometer vanishes because it’s a paid‑plan feature","High-value search query / commercial topic with severely compressed (<140 words) body text.","SOURCE EVIDENCE ALREADY PRESENT","NONE","ENRICH_P0"
